brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site,vis_iPhone 7 Plus,vis_iPhone 6S,vis_Samsung Galaxy S7 Edge,vis_Samsung Galaxy S6 Flat,vis_iPhone SE,vis_Samsung Galaxy S5,vis_Samsung Galaxy J7 2016 Metal,viewedproduct_Preto,viewedproduct_16GB,viewedproduct_8GB,viewedproduct_Bom,visitedsite_Computer,visitedsite_Smartphone,visitedsite_Android 8,visitedsite_Chrome 66.0,visitedsite_Chrome Mobile 64.0,visitedsite_Chrome Mobile 39,visitedsite_Chrome Mobile 36.0,adcampaignhit_google,ad campaign hit mes 5,checkout mes 5,conversion mes 5,search engine hit mes 5,searched products mes 5,viewed product mes 5,dias_hasta_ultimo,viewed product mes 4,visited site mes 4,distan_dias,cant_dias_dist,modelos_dist,promedio_por_dia_x,promedio_por_mes,person
0.0,3.0,0.0,2.0,0.0,2.0,23.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,23.0,40.0,15,0.0,0.0,0,1,4,75.0,75.0,d343d6ee
2.0,2.0,0.0,21.0,0.0,0.0,0.0,2.0,61.0,24.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,7.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2,44.0,15.0,45,16,11,7.125,57.0,835621ad
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,58,5,4,2.4,6.0,124936a3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0,1,1,4.0,4.0,dfdd12ba
3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,8.0,0,0.0,0.0,22,3,4,9.0,27.0,bed17613
2.0,2.0,4.0,5.0,0.0,4.0,9.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,10.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,3.0,7.0,6.0,10,7.0,14.0,44,11,6,6.0,33.0,16fe7a20
0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,14,0.0,0.0,0,1,1,13.0,13.0,c6adf2a2
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,3,0.0,0.0,0,1,1,15.0,15.0,a535ae46
1.0,14.0,0.0,12.0,0.0,3.0,0.0,0.0,80.0,10.0,6.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,14.0,0.0,3.0,0.0,80.0,13,0.0,0.0,4,5,8,26.0,130.0,3e0a157f
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,19.0,0,0.0,0.0,0,1,3,30.0,30.0,d43165f0
4.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,19.0,16,0.0,0.0,5,2,2,18.5,37.0,18545d76
6.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0,0.0,0.0,2,3,5,12.666666666666664,38.0,1459f687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0,1,1,3.0,3.0,cf1f1f0c
43.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,2.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,35.0,4,0.0,0.0,0,1,12,90.0,90.0,a95e63b0
39.0,2.0,2.0,11.0,0.0,2.0,0.0,1.0,82.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,20.0,55.0,16.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,2.0,2.0,1.0,0.0,35.0,2,6.0,5.0,121,18,27,10.722222222222221,38.6,d76a02a8
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,16,0.0,0.0,0,1,1,6.0,6.0,c99e92ca
43.0,4.0,1.0,18.0,1.0,10.0,16.0,0.0,326.0,10.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,142.0,63.0,1.0,124.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0,4.0,1.0,10.0,16.0,326.0,0,0.0,0.0,5,4,30,112.25,449.0,eac859e3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0,1,1,3.0,3.0,eb3f7713
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,16.0,7,4.0,1.0,24,2,2,13.0,13.0,e4b02ea2
18.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,8.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,29.0,2,0.0,0.0,0,2,11,31.0,62.0,a82577d3
32.0,0.0,0.0,6.0,0.0,18.0,6.0,0.0,84.0,19.0,6.0,8.0,0.0,0.0,27.0,0.0,0.0,3.0,42.0,10.0,31.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,20.0,6,18.0,7.0,143,19,9,9.368421052631579,35.6,d8001b23
1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,13.0,9,0.0,0.0,0,1,3,24.0,24.0,cc82e97b
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0.0,0.0,0,1,1,4.0,4.0,be009232
0.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,27,5.0,5.0,36,5,5,6.8,11.333333333333336,1dfc95a9
0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6,0.0,0.0,0,1,1,10.0,10.0,9f96a6cd
6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2,0.0,0.0,0,1,5,23.0,23.0,db3c22cc
16.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,139.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,109.0,5.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,139.0,0,0.0,0.0,21,8,11,21.625,173.0,7a472832
6.0,2.0,0.0,10.0,0.0,5.0,6.0,0.0,19.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,5.0,6.0,19.0,6,0.0,0.0,2,2,5,27.5,55.0,1c28e2b3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1.0,1.0,18,4,4,3.5,7.0,cb0d3339
0.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,7.0,10,0.0,0.0,1,2,4,9.5,19.0,45a1fa0d
0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,13,0.0,0.0,0,1,1,5.0,5.0,0c00dc08
8.0,2.0,2.0,21.0,0.0,11.0,9.0,3.0,74.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,49.0,60.0,8.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,2.0,2.0,11.0,9.0,74.0,1,0.0,0.0,21,11,13,13.909090909090908,153.0,3f14240f
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,15.0,12,0.0,0.0,1,3,2,8.666666666666666,26.0,5f600f50
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14,0.0,0.0,0,1,1,4.0,4.0,57fd41ba
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0,1,1,4.0,4.0,ae949955
0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,1,0.0,0.0,0,1,2,17.0,17.0,c065014b
9.0,1.0,1.0,3.0,0.0,2.0,10.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,8.0,15,0.0,0.0,2,2,3,18.5,37.0,12c0225e
0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,16.0,4,0.0,0.0,1,2,3,15.5,31.0,653ff941
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14,0.0,0.0,0,1,1,4.0,4.0,f263345c
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,7,0.0,0.0,0,1,1,9.0,9.0,9eea3b0d
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0,1,1,4.0,4.0,0cd9549e
1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2,0.0,0.0,3,2,3,7.0,14.0,de41fa13
3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,9,0.0,0.0,0,1,2,15.0,15.0,c7dba464
1.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,4.0,6,0.0,0.0,5,3,2,6.333333333333332,19.0,2954bbe3
31.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,4.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,14.0,23.0,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,50.0,7,0.0,0.0,8,4,21,23.5,94.0,965ba647
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,14,0.0,0.0,0,1,5,11.0,11.0,65db6564
0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,10.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0,0.0,0.0,0,1,3,26.0,26.0,5f690282
0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9,0.0,0.0,4,2,1,6.0,12.0,4118be94
