person,label
732df811,0.87576956
80c8726f,0.99412054
619bff69,0.99997914
ed7382a8,0.89399403
3043e183,0.99966466
8ab5791a,0.37111047
6929face,0.99931526
6b5088da,0.999864
685dc7f7,0.99978656
919bcd48,0.9999987
9a00037e,0.99845195
55f7ae64,0.9998902
fed81014,0.94310725
fd5e4491,0.99915564
e9c994b8,0.99999785
e4594222,0.99994373
a7b6e286,0.955722
991360db,0.9999633
c5a0bc36,0.9889788
2287c9f7,0.8617141
0c9d90d6,0.99997723
41bfa3b9,0.9997584
b00a6f27,0.9844344
8a4b69ec,0.829417
6ea9ffd2,0.9292162
d0c5aa85,0.8779562
fc4b841d,0.9981408
db1a3c00,0.9994892
9b4f540a,0.999387
7ac0c607,0.023612378
af95a93c,0.9995035
a8ca0988,0.9944588
e8a1b038,0.9999889
bb31d716,0.993804
b86b400e,0.99989617
852abc08,0.9999938
ad4b1e5f,0.99916315
2ff5b818,0.9999889
bf15584a,0.99144906
4a3c0db7,0.9999937
5f7f0c55,0.970768
9df0e397,0.58828163
03302054,0.9968749
000e4d9e,0.9991763
ad5943a9,0.9999778
f431031a,0.99977857
ee8dd67c,0.9998061
656072a3,0.9999026
846372d4,0.94115716
d1fd6caa,0.999951
8a0a63af,0.99999964
670639bc,0.9958224
ae5b92db,0.9998714
41ccd2c6,0.99982965
bdd23ab2,0.99685234
270b42e3,0.9999311
ef8b96c3,0.9432447
bb8116c9,0.9998111
594a53d3,0.99848145
108caf2c,0.9968742
18a185e1,0.9999889
ff9fc164,0.9983493
8a590d23,0.922042
166a19f7,0.9909163
ee20c405,0.9999517
814db0b5,0.99996364
b0f9b8a1,0.99884427
73ffc5f4,0.9996501
0aa2b925,0.9997414
f4bae3c6,0.99999475
92c81866,0.9997644
6f0826b2,0.9999999
d1a14d14,0.9302676
1e13d639,0.9999027
3956b1e1,0.999987
f2c6d57c,0.9999889
29f80519,0.9999889
04b13fd2,0.99999964
ce36e512,0.9513179
8a4ba4e2,0.99975544
1443cf62,0.9966461
5125c494,0.9996166
604d8035,0.9783357
80866567,0.9994134
9bb623c2,0.99995065
a53a1a30,0.99432313
103e0f7d,0.73552793
cd3a841d,0.99869835
fb6b16a8,0.9135167
89f62393,0.99999475
2c85b2fa,0.85001135
75950669,0.9963785
d84ae194,0.4668627
77bad6f5,0.999851
2b213b2c,0.87804514
8808e6a9,0.24273065
b5a09122,0.99939644
bf46c410,0.99990416
42cc8a1d,0.99285066
0744ba92,0.99956614
b9996281,0.99911207
471fb833,0.99910957
c449fd13,0.9994875
b059104a,0.9999304
ba61790b,0.9998956
deb5fa7a,0.99619967
71d5d6e4,0.9878935
766c271c,0.9971457
df127511,0.9991511
f7e04556,0.99998224
abe38822,0.998178
0e3c91a6,0.9961046
efae8f71,0.9999702
31c9f140,0.9999995
aefc81ce,0.99953425
1fea3435,0.9999958
54d47ad8,0.9999176
df80a783,0.047707748
9bc43f7e,0.9975955
3e066076,0.9964927
67bdc946,0.09053129
32234ad9,0.8387055
77b15b7d,0.9990171
2e515d51,0.9955635
37a0837e,0.36955813
3dbfcd14,0.9994956
5fdd715e,0.99999785
1d762b15,0.99999774
9a0373f1,0.9999895
9bf77a71,0.9999585
32e355cf,0.9677425
134cc999,0.82714087
3a44e639,0.6509642
2c90f768,0.9999908
fb23d1c3,0.9999709
a5d3c172,0.9914824
583bd9b9,0.999933
f5e0b71d,0.9983974
360675d0,0.9686849
cb61f387,0.99519074
017fd805,0.99998415
99e4baf5,0.99892694
56b0c4d1,0.8719964
b5ea45de,0.9999279
e0848af4,0.8792378
811b25fd,0.99998736
33b6da32,0.999961
62f88039,0.999992
d010170b,0.9944734
27c58569,0.9999882
847b40a8,0.9999802
aea593cd,0.99944824
0d491a97,0.99999976
a0cf85b8,0.99952865
a7a651a9,0.9998299
8ed9e6f4,0.99265975
91274e51,0.99937916
078baec6,0.9974087
f3db7ee1,0.99919635
5dc80ac6,0.999961
bb62445d,0.9926218
cd883145,0.9923226
35259134,0.99995935
08a82be5,0.9998814
5842c17d,0.9999573
b261977e,0.9995703
8aa5e0d6,0.99779886
45228a20,0.99960726
7f302cb0,0.99955624
9df21469,0.99873847
baf3e801,0.9740432
66b1e1fc,0.9999182
fdfa8de9,0.9996032
cdd8bff0,0.9999484
019ac712,0.9999889
c96353d2,0.9999833
33fd8777,0.99985445
57fda37b,0.9999919
8d4871e5,0.9958681
d8c206b4,0.053012498
50ddf0e6,0.99948186
4540ea89,0.75334865
8e96b9f3,0.4183239
0d4ff378,0.9998733
15a387cc,0.9999778
e5ca4cf8,0.9980805
3b63c0e7,0.99897015
1c895a10,0.9999651
16240ed7,0.99999845
5ccda85d,0.99998033
9c4c7c4f,0.895719
469142a7,0.998097
ac1583f1,0.99663466
55c12370,0.5591599
7bc14702,0.9996165
f8b0b255,0.9844864
404a56c8,0.72097707
845c97aa,0.9993824
3250bb4c,0.057104934
f008fa79,0.996494
814907c9,0.999936
59c58e14,0.9999645
e0cd7123,0.50836056
592d9dcc,0.9031929
c5d94b7e,0.9999703
e1bebdaa,0.99998164
16d8c2b9,0.9978278
9e150660,0.98611534
efa4a3a1,0.99740833
78c0f1fb,0.9999678
ba1bec4f,0.99929297
dba88b07,0.8356623
e57fce7a,0.275647
59005136,0.99998486
b4fb0b1d,0.9997924
f3753b33,0.9997217
966e44f8,0.99763834
25b582b8,0.99996114
65f8d5cb,0.99999166
b3c6d9c9,0.9997341
e05a69dc,0.998014
686caccf,0.9985536
7aaf6a5d,0.9832296
935b71e8,0.9813518
069b6014,0.9997813
d1234702,0.9986972
031bee81,0.9998977
a1366568,0.9965828
d4d0574c,0.95938927
a11ca9f4,0.66446394
2a617e51,0.9994686
69e0170f,0.99976104
103fe4b6,0.99984384
add5b338,0.99595624
a1c4090f,0.99190265
1a3bbb33,0.99943846
a5387dcc,0.9336262
04e15d15,0.99882895
f5b98da1,0.99986446
8e442787,0.9999826
6fe3a568,0.9999877
b8d43db3,0.99435705
a9eeb58b,0.8704426
b0d6ddf1,0.9994686
1b384b8d,0.98099834
08198e83,0.9963082
cd08ab61,0.99980265
192e84d1,0.9933862
208e734b,0.97951984
d23b1163,0.99969125
81db8dd5,0.913999
0f9d51be,0.99995935
dc007bc9,0.97704846
e763d0f8,0.99981505
fc307b33,0.99992895
3ee07c70,0.99269146
7ccb064f,0.99880326
a3fc70c1,0.99701035
0163bf88,0.9863316
bf3da248,0.92866665
c832930f,0.99987686
f3fadb05,0.9961622
6d3bab2f,0.13100976
8a0e24c0,0.99590474
7ded5da1,0.9999628
5eeecfe0,0.8857825
0c26d732,0.9790318
7c3d12b2,0.99825126
80746f28,0.9999701
23f11762,0.9949426
5d4b9dc0,0.99892944
5a01d36f,0.9985946
b58f6306,0.99999046
fb48152b,0.9999852
8039aded,0.99988484
57a4f1f7,0.99961096
a7ffa917,0.16370852
4902ccf4,0.9997987
f79ea750,0.92207956
73d5de02,0.9998258
e573d6b3,0.72890735
48b39f36,0.9919077
3bf1d319,0.96692914
577e62c4,0.99982566
e0191a9e,0.55548084
35126bd3,0.45519468
49dd019b,0.9999827
412b3889,0.9011126
c92bee7b,0.99993193
8d34d460,0.30920744
2c6b5b48,0.99908245
a8ece5ba,0.99980444
9851c1a7,0.9999789
8d81917c,0.99554044
b10a91bd,0.99934274
10c4a037,0.9990244
50fd68d1,0.86957806
64ac1f09,0.9982503
96331f0c,0.9997168
fd66d9ab,0.99975806
a92dc13e,0.9999925
685aebd9,0.99988484
fb81265f,0.9939382
b46f1c70,0.99991393
ce07e87b,0.99999464
3e999bef,0.9501486
bb4c2005,0.99993813
a4cffde0,0.9999846
a8d01d7f,0.9089713
e4b838ce,0.9977463
c0aa2595,0.9985241
53c81963,0.935038
0337d5ce,0.9951439
beb282da,0.9999906
00b1b9d0,0.99347633
43a614ab,0.9905076
8c54e2ee,0.99994016
531a6385,0.99879336
9479169f,0.9917579
4c0dc2e5,0.9624886
a3c4e6a2,0.99703753
bd438105,0.9999635
314b0741,0.28587833
967a21bf,0.99988484
b4a353f6,0.9518626
5437de8d,0.99663085
45758c2f,0.9999002
09b0e60b,0.90216714
5b14308c,0.9987153
469b03d4,0.9999844
246dc465,0.99893826
3150f57c,0.30813372
c356ef03,0.9997813
47e72d13,0.99994254
32cc7208,0.9997789
7f9a94c2,0.9904861
1d3f4f3f,0.99991775
45c6dfdc,0.91503817
ab9fd1f7,0.9671541
8dba431b,0.9754412
9427514d,0.999577
0ecfca50,0.9747737
2f7e4496,0.99989533
a242c4dd,0.9635142
391143bd,0.35617256
8b6e89e3,0.9843572
9b831e33,0.15929317
c1a1d786,0.9985239
55a627f6,0.9995838
31e062cf,0.9996624
08e040a4,0.7917891
629a6941,0.999997
075e85f8,0.9994148
8c18dca5,0.996967
84fca32c,0.99779224
1676e1fd,0.9992625
818a6f90,0.9521658
32c56bbf,0.9991872
3813e029,0.9532726
01af6573,0.76533526
15ed28c8,0.88794076
fc07daee,0.9994655
075c5198,0.99999976
ce366032,0.9960914
3bfc0ef7,0.9999665
91f1565d,0.5928411
61fbc204,0.9999074
0f4eb377,0.99738663
3ae452f4,0.6216588
a4c38031,0.99968433
399448e2,0.9712133
bfd1e5fa,0.1521256
8d248524,0.9999815
85984185,0.9961932
51f8f102,0.9978009
30a389b9,0.8730269
406a111f,0.9898477
35b4c78a,0.99981135
9a36f893,0.99948174
a86b2b18,0.3958193
3587680c,0.99994934
ef0ea2f8,0.9989792
c701a73b,0.9980952
30cac88d,0.99127114
1a684dec,0.99892247
12511bec,0.9999294
67a3e8b5,0.99989355
ed1bd47a,0.9998977
be049694,0.9773094
feae3a24,0.9704527
509fac54,0.99998665
de905924,0.9834879
8c75a7ef,0.97726303
56370234,0.9993105
05832043,0.9922805
196fa4e4,0.999948
7a7db25b,0.9933994
ec4fc555,0.999765
29d83daa,0.99989533
3306d3e5,0.988437
d14ea638,0.98716754
8663bd91,0.9478846
86f7cd53,0.99993384
037a2f9e,0.9993364
10895fab,0.9501109
b8c46d39,0.9975712
b40a0096,0.9999043
b7558340,0.9998721
f17b0c3c,0.9999596
05fdf4d4,0.807097
3b48d02d,0.99994385
6d8d66c6,0.5016984
3ec6a070,0.96625316
b42855a1,0.9432065
d8f7ceaa,0.99999523
5a83b6ad,0.99918455
3afd399e,0.98961216
0e085e1a,0.9999738
3316dadb,0.9997429
a24702e2,0.9089327
9979d6ae,0.9999763
f10c5fb7,0.9999622
f967c243,0.9994937
a094dfe5,0.87086654
17a566be,0.99275535
dd4f07d0,0.9931179
8ec1d18e,0.9994074
dd1f0cdf,0.98635954
b3521515,0.99992275
6c9d1efc,0.98797953
131ef60f,0.9997937
5044652b,0.81195086
9fa8316f,0.99985194
205b70a2,0.9709961
4e43f263,0.85860413
d6071127,0.9993043
3d5be8c9,0.99585813
049c35a9,0.9948896
a9685833,0.99999464
47f72ace,0.99156463
eac7ec17,0.9998865
4beeb20e,0.9784072
7e62a26b,0.9997867
84903b1f,0.9999347
04287e35,0.98805815
b86fc19c,0.9976046
a4f98f90,0.9997867
7ef0c48a,0.93726575
60acc084,0.99383646
829c3aa6,0.9997813
c5957a4d,0.9646703
4a0f13fe,0.9973532
9ef1f3c9,0.9999951
b40a493e,0.9999199
ab279c6c,0.9998109
fe73556d,0.8560817
006fc943,0.9719579
b7202758,0.99925226
24a1ae90,0.9999416
3c0702cb,0.9599136
cb42a8a7,0.90468633
dc0a1779,0.999421
d2942a41,0.9962985
fafdf609,0.80624884
5246d2b4,0.99957377
0ba4e604,0.96599835
848cc9bd,0.9852319
5b2142e9,0.9992842
e3e70391,0.99994266
626d2cd6,0.9981877
5c883c80,0.99950635
a82ca219,0.9960743
49923f05,0.99980503
e9017eaa,0.99542266
05fab3e2,0.9978897
5dfbdae3,0.98911554
aae029c6,0.86039025
d57acb40,0.9999248
07a7e6be,0.5359363
3792f9c1,0.964472
3ee9bc2e,0.99838495
b3c52846,0.9999007
d30f4a69,0.8951687
cec7a4bd,0.9999714
ed3b772d,0.99990094
cf994a08,0.9599229
5cb6c049,0.9990086
32e101e3,0.999821
012d8fd8,0.9675433
aaab7b80,0.9475741
77dbfe60,0.9948378
c1010c6d,0.7613499
cbe3be2e,0.9960576
7ee93c8d,0.999559
5b9427d3,0.99963737
044df6bc,0.99776363
ddeb5530,0.9998878
15ca67ea,0.9999976
96a88e59,0.9779455
fa54a67d,0.8716289
78048771,0.99981433
c133d192,0.999859
793b14f2,0.9828552
ca0c7464,0.9943944
1be11956,0.99483985
7d113130,0.9595885
5849e449,0.9989524
3dc3e4f8,0.6247114
258f217d,0.9999541
d6b3a67c,0.9997067
5bcf6cd8,0.99964094
26fafe2c,0.99965787
8dfd6a41,0.9998252
1285927f,0.9995092
15344c67,0.99997723
6dd1d9d8,0.9949721
8a310321,0.9999949
ee49989a,0.99833494
8d38e9a5,0.99995434
2773710e,0.9999862
d5c05878,0.99999607
8597195b,0.9996872
83269101,0.99992704
db599143,0.84269166
08991bf9,0.9577706
e9aec07a,0.9997389
b3d668e9,0.34862685
23c2b2cd,0.33019456
df882002,0.9999796
e8c754f7,0.9996141
618388ac,0.9999994
0e738801,0.9966677
12226507,0.99908257
755082cf,0.999992
8d038f6a,0.99862385
05e816e1,0.99839336
0bf0f4b8,0.9998821
018c1154,0.99662495
38b66a87,0.99995434
8e9dc4f9,0.99988186
6dadb140,0.9999945
e43ac1a0,0.99967146
c1933643,0.9950364
a62de774,0.9999988
e34d9541,0.9997751
c5b412fe,0.9937987
78bfa6a9,0.73595786
bb7b8411,0.9999814
0dad8ce0,0.9999238
8f971140,0.9997192
c50ca152,0.9990225
b3828db5,0.9846518
fcb47e2b,0.99995434
ecd15314,0.9999937
395e35e1,0.9972439
1978e8a5,0.99965537
6b1f5017,0.9905813
0a3a754c,0.9946715
ada50143,0.9989643
9a5f8232,0.99182546
77f27026,0.99995816
571ef0f4,0.9989417
8b6d30b2,0.99999785
03d5db8f,0.99969006
1f17de40,0.095549226
34cf7464,0.93613183
5f2ba6a1,0.99995434
38b844cb,0.99995434
7fc948cd,0.99934095
6d3fa121,0.9995602
0fb0e13c,0.9958103
a5ab3141,0.99960655
abc6b126,0.99995434
7b0d8976,0.99956864
346aebaa,0.99995434
0c4aa321,0.99995434
9ce8abb3,0.9719928
b0b5d382,0.99839836
89b86cc2,0.9992249
174bbe75,0.99995434
1003b1b3,0.99998283
eba8faaf,0.9958733
d5f4ea27,0.9997806
b4092bfc,0.99995434
fb6999b1,0.99096876
f554639d,0.9998276
ee9ec4aa,0.9998605
4ee0e1fc,0.85362893
6013e2cd,0.99995434
b03c1a1c,0.999607
0556c3b8,0.9998311
765e0fb6,0.9998105
6446fb96,0.9882278
ed60a3ea,0.9992755
c505ef17,0.969792
1e1952e7,0.99992955
38fed89b,0.94769675
ffa28549,0.9999473
a547ec1c,0.9795814
25c33cf4,0.9995459
1b19ab63,0.9918915
822546bc,0.9999862
8dcb5433,0.99999845
b679280b,0.79992384
a40f45e9,0.41674218
ceccdb50,0.99916327
34e64e88,0.2264468
6863bbc8,0.9996012
880b13ad,0.970304
b21bcc6a,0.9985207
619ef022,0.9954485
0c1105ed,0.9967006
13cd8455,0.99996746
ce5b0018,0.99999917
f0635a47,0.9999838
18271e21,0.9942966
7a5b7659,0.98338574
9caa0ab8,0.99761
c72a6cd3,0.9981652
5de03756,0.8652726
55a58926,0.98102725
689a9a99,0.99992716
5b790037,0.9462219
a1ab5834,0.99697626
64da4cbf,0.9999882
f24c5fc9,0.99998033
37819f90,0.9999989
6aa5f8e1,0.9994604
d3fa175a,0.9704081
1cb9f6b8,0.9998722
6c85c171,0.9999051
c275534c,0.9981067
0ee4c3de,0.9998553
b4ec7ca6,0.9860445
486eb592,0.9681313
6a51c12d,0.45800582
15135e58,0.9964843
4495e172,0.9977969
4db16849,0.99799085
c1d6434d,0.9994999
062d7384,0.99885964
00b5303d,0.9999368
7ea51d21,0.99761593
8e2a329e,0.99191135
cd603c5c,0.9998902
8685093e,0.9999031
f1e64960,0.937618
120d18a9,0.9988631
5f7c168c,0.9999659
34b53d0c,0.786035
054c06b7,0.9999107
752f5ff1,0.9999976
b3433c4a,0.99917656
a838a3ac,0.99996567
b4d02484,0.9999918
e4aba04d,0.999925
96ad02f8,0.99903095
c9d6ace1,0.99936515
f900cc70,0.9997521
93bb9b2f,0.9999939
4e59e7fa,0.99920267
19d3a268,0.99774796
8f506b39,0.9999788
9941e2c9,0.9998808
1399f441,0.9999913
a807cd06,0.99977094
978e076b,0.9999584
36fc008b,0.8129264
8e825724,0.99980706
39199dfc,0.9999522
87ea0eed,0.9998217
42c05b22,0.99966264
4d2b09f5,0.99992764
cb17811c,0.9923558
487e6bbe,0.93965876
27e51f8d,0.99562377
bd3d1c48,0.9932561
903e0a50,0.9999987
a931d4ff,0.99997604
4cd5a8aa,0.9999993
7ba05207,0.9729469
f5fb228f,0.9999882
f1a33ec7,0.9954152
edef901b,0.99999
9069d261,0.98254734
241af2b1,0.9999881
a782115e,0.99999905
d079f591,0.72002625
ae5b937c,0.9989215
b568bbc7,0.99193317
2df6bc0c,0.7805093
cfd0afbb,0.99995434
7f026072,0.9997906
21858191,0.9999981
2a510054,0.99995434
a457ac65,0.9925327
520dccde,0.9999976
4004f556,0.9982357
da91811e,0.99995434
16004086,0.98202467
d0364374,0.9979693
4a279402,0.9998271
95481666,0.9999207
a0e4869e,0.99999034
a358e3eb,0.9999784
3cc122e4,0.9996735
af4b831b,0.95305187
6a98d696,0.31677842
1d827d55,0.9998956
ad2e7b83,0.99377525
08d3db92,0.99998796
77cc1a7e,0.9823204
473772bb,0.99924445
71057439,0.9999598
553d7f42,0.99998665
e0907151,0.999689
eb53671f,0.99650913
e36f346b,0.93155354
e5e35a5f,0.9992205
e3a9a645,0.99997175
112a5fef,0.98255193
6d7943dc,0.9999993
2f6241b3,0.99722123
9dd22d6f,0.7875341
e2dc0d84,0.99995434
fbb4737b,0.9994704
ef53bdc4,0.99999905
b1ea6b52,0.99976
72488c19,0.9657438
f20584dd,0.99757916
08c15659,0.9985233
52407601,0.9992009
112846e0,0.99986374
0311c318,0.99997973
1bce2503,0.9999887
816e67ff,0.9999132
028d0864,0.99555135
63a1da43,0.99994993
d10e8bec,0.99986875
ff69d6dc,0.99995434
73afb1be,0.99991107
beee3212,0.9999747
03d269f6,0.9993175
9d0288b5,0.9991898
888a11a2,0.99619424
c6b1d8a8,0.99907875
f8b16dcd,0.99995434
ffdafc72,0.9999913
22c0d301,0.999949
d609dd0e,0.999985
14e8a4e4,0.99989486
b715948d,0.94193304
f7916afa,0.9996518
8607146c,0.18092838
6b9151d0,0.9999602
5e847022,0.78396916
c4c87674,0.99704474
a07310fe,0.99993837
2133046c,0.99939907
78681bab,0.0009771995
6e7e46bc,0.99868566
5b870a9f,0.9993849
4334f96c,0.9985739
927e9014,0.9916332
4891fd90,0.99625754
663d79b2,0.99515176
64d63685,0.99995506
8a5b0208,0.99987996
32421b39,0.9999399
ffa0d7a0,0.99998844
79e88fc8,0.9959091
fab73f46,0.99993813
ae6bbc7e,0.99962354
104090c6,0.99994946
db08f1ae,0.9981565
c6c8f3cb,0.9855899
ea4818db,0.92095983
ffbb282f,0.99983525
3aaa644b,0.9958754
b833c702,0.9996791
bf0c8fb2,0.869059
fcd9d93a,0.9688116
2bc0d981,0.9961022
2c3744f5,0.9189209
1e9c7469,0.9995214
e58e5adb,0.611538
1d44c9de,0.9362706
d4680fa9,0.99736327
3d7a52cb,0.8878973
3008db1e,0.5403112
6a818ca2,0.9820479
444a96dc,0.9951527
c02c5e56,0.9999802
65c97ace,0.99997294
56af763a,0.9911095
aabaaac3,0.9996532
27112590,0.16121215
908d41eb,0.7922418
38b6eddc,0.9916363
99de1ea7,0.83881134
03b999c7,0.92365307
a75e57a0,0.9999987
d093d389,0.99999607
7cd272bd,0.99584633
b2e276ca,0.9994708
869d0f8b,0.99976414
d17f3e33,0.9984975
890f378f,0.99988997
55103a4f,0.9999776
01c9f8d2,0.9999999
e730c9d5,0.97152746
623132a0,0.9999994
76616990,0.99904996
49d11b2b,0.9999976
297c0103,0.9839182
09e890f1,0.9999169
da1cc049,0.99857557
c96eadfa,0.99995756
36e767ba,0.3983468
1baaee4c,0.96915096
a264cfb3,0.9998604
801ae277,0.99999607
d99c81e8,0.34981492
70d6783b,0.999985
c1336536,0.9905261
d382559e,0.48642927
1f73db98,0.9999324
549a5e1b,0.745306
27be2210,0.9917579
6ef7edcd,0.9789636
68bb6e54,0.99987376
07b96270,0.991919
842eecae,0.99889874
11e1bf8b,0.999286
771ddcc2,0.9770528
916cc097,0.9998728
6330527b,0.99263424
bd94ef51,0.99986506
39896b5b,0.9999238
0ee2cb99,0.4685479
2816eb08,0.9691965
72687f01,0.99709976
da99028a,0.9982456
48cb1cb1,0.99997175
72c0cd6b,0.9995864
5dcbe595,0.9999937
1f919431,0.9865432
03bb6dc9,0.99998724
c92c3328,0.99983275
b9ed743c,0.99942786
205d77d7,0.99988186
1a6498ed,0.84603125
3f6c9fe0,0.9997602
3fc8b3fe,0.9999299
29b9f07e,0.9959358
e7282b34,0.9997986
100ff712,0.9997646
25b77cf2,0.31465584
203881b1,0.87499857
66fa6241,0.99997795
eb40c8c1,0.9678403
e93b04e2,0.9995123
390d180a,0.99995184
8cdc7297,0.9985178
1c349735,0.99988043
1a694e3c,0.99964464
eecc7719,0.97928953
fce658e9,0.8727721
6c26ff10,0.7361213
82853c43,0.9996271
2b510455,0.9993388
0f18f196,0.88908595
343b1fad,0.99899334
c2b0b7cc,0.98800397
dcbecf6f,0.9999869
a012c92d,0.999798
edb9c7ad,0.9999747
c07c7a0f,0.4814823
c4c6021b,0.9991665
2753d362,0.99737084
e46cd1a9,0.973692
4378ff7f,0.997936
8eea78b1,0.99996245
86083dd4,0.9929397
5613ba35,0.9990884
3a6c87c4,0.9998927
3a84de00,0.99855167
3365cd6c,0.8479709
169956b0,0.12642555
25950776,0.9918589
1ab95a66,0.999778
9a886433,0.9986929
6e81ed75,0.99986875
6af63e25,0.9989397
bee01672,0.9907671
f345a49c,0.35371166
c21fe110,0.99914145
989674b9,0.9934383
ef3c3285,0.99731725
b86febfb,0.9998945
6e46da0e,0.7505616
0c8db2e0,0.99993205
38e7b3f1,0.99999595
44032147,0.9054626
a6f50b47,0.99808973
b11c3935,0.99966514
a5d6408b,0.99982685
b998d158,0.99972373
49954375,0.9999591
753207dc,0.9999654
69758997,0.99998474
16d284c9,0.9997415
1230801a,0.99605715
18594cce,0.9292329
e39e5931,0.9961578
98f817d6,0.9840141
7c43e04a,0.99992466
f50f6ce6,0.9999398
8a641afc,0.8245386
445c5b9f,0.99655724
acdf8cdd,0.99161035
2d242be6,0.9994673
9dcf5b1b,0.9960294
b4388c45,0.9884835
12cfdb4c,0.9998591
9a152ea9,0.9995521
79c13509,0.99993026
d8caae0e,0.9980959
ae8f2b02,0.99931
2f21f7fe,0.9999217
c13dcf49,0.9913071
5130e4fb,0.44182017
a9f08ac1,0.99991083
652f2bd2,0.9935719
a72cb8c1,0.99458534
87dc89e1,0.9247602
acebe45d,0.9994399
11310cbb,0.46431962
02c73278,0.99954456
11767781,0.7611153
aca39d99,0.9999312
4378cf86,0.99795675
9aaf56d0,0.9173766
38b62c5e,0.9880036
d5f053cc,0.9981571
197ef627,0.71457154
33d15fa0,0.99947864
f44fe21c,0.9999827
9f009336,0.9877357
3bad6b96,0.7180272
c6164406,0.9979494
468e0e36,0.99995565
2f80708f,0.99952805
6d16f923,0.7443329
1a59ae16,0.9959907
f61f68a7,0.3430712
683ad4fb,0.9014879
78f6ee69,0.9981675
ef9d08c6,0.9982278
